row_number,module_name,fecha,anio,mes_num,mes_nombre,periodo,registro_valido,estado_fila_norm,municipio,proyecto_codigo,proyecto_nombre,tipo_asistencia,linea_enfoque,es_nueva_asistencia,cuenta_indicador_asistencia,sectores,resultado_mes,observaciones
393,asistencias,,,,,NaT,False,,,,,,,False,False,,,
394,asistencias,,,,,NaT,False,,,,,,,False,False,,,
395,asistencias,,,,,NaT,False,,,,,,,False,False,,,
396,asistencias,,,,,NaT,False,,,,,,,False,False,,,
397,asistencias,,,,,NaT,False,,,,,,,False,False,,,
398,asistencias,,,,,NaT,False,,,,,,,False,False,,,
399,asistencias,,,,,NaT,False,,,,,,,False,False,,,
400,asistencias,,,,,NaT,False,,,,,,,False,False,,,
401,asistencias,,,,,NaT,False,,,,,,,False,False,,,
402,asistencias,,,,,NaT,False,,,,,,,False,False,,,
403,asistencias,,,,,NaT,False,,,,,,,False,False,,,
404,asistencias,,,,,NaT,False,,,,,,,False,False,,,
405,asistencias,,,,,NaT,False,,,,,,,False,False,,,
406,asistencias,,,,,NaT,False,,,,,,,False,False,,,
407,asistencias,,,,,NaT,False,,,,,,,False,False,,,
408,asistencias,,,,,NaT,False,,,,,,,False,False,,,
409,asistencias,,,,,NaT,False,,,,,,,False,False,,,
410,asistencias,,,,,NaT,False,,,,,,,False,False,,,
411,asistencias,,,,,NaT,False,,,,,,,False,False,,,
412,asistencias,,,,,NaT,False,,,,,,,False,False,,,
413,asistencias,,,,,NaT,False,,,,,,,False,False,,,
414,asistencias,,,,,NaT,False,,,,,,,False,False,,,
415,asistencias,,,,,NaT,False,,,,,,,False,False,,,
416,asistencias,,,,,NaT,False,,,,,,,False,False,,,
417,asistencias,,,,,NaT,False,,,,,,,False,False,,,
418,asistencias,,,,,NaT,False,,,,,,,False,False,,,
419,asistencias,,,,,NaT,False,,,,,,,False,False,,,
420,asistencias,,,,,NaT,False,,,,,,,False,False,,,
421,asistencias,,,,,NaT,False,,,,,,,False,False,,,
422,asistencias,,,,,NaT,False,,,,,,,False,False,,,
423,asistencias,,,,,NaT,False,,,,,,,False,False,,,
424,asistencias,,,,,NaT,False,,,,,,,False,False,,,
425,asistencias,,,,,NaT,False,,,,,,,False,False,,,
426,asistencias,,,,,NaT,False,,,,,,,False,False,,,
427,asistencias,,,,,NaT,False,,,,,,,False,False,,,
428,asistencias,,,,,NaT,False,,,,,,,False,False,,,
429,asistencias,,,,,NaT,False,,,,,,,False,False,,,
430,asistencias,,,,,NaT,False,,,,,,,False,False,,,
431,asistencias,,,,,NaT,False,,,,,,,False,False,,,
432,asistencias,,,,,NaT,False,,,,,,,False,False,,,
433,asistencias,,,,,NaT,False,,,,,,,False,False,,,
434,asistencias,,,,,NaT,False,,,,,,,False,False,,,
435,asistencias,,,,,NaT,False,,,,,,,False,False,,,
436,asistencias,,,,,NaT,False,,,,,,,False,False,,,
437,asistencias,,,,,NaT,False,,,,,,,False,False,,,
438,asistencias,,,,,NaT,False,,,,,,,False,False,,,
439,asistencias,,,,,NaT,False,,,,,,,False,False,,,
440,asistencias,,,,,NaT,False,,,,,,,False,False,,,
441,asistencias,,,,,NaT,False,,,,,,,False,False,,,
442,asistencias,,,,,NaT,False,,,,,,,False,False,,,
443,asistencias,,,,,NaT,False,,,,,,,False,False,,,
444,asistencias,,,,,NaT,False,,,,,,,False,False,,,
445,asistencias,,,,,NaT,False,,,,,,,False,False,,,
446,asistencias,,,,,NaT,False,,,,,,,False,False,,,
447,asistencias,,,,,NaT,False,,,,,,,False,False,,,
448,asistencias,,,,,NaT,False,,,,,,,False,False,,,
449,asistencias,,,,,NaT,False,,,,,,,False,False,,,
450,asistencias,,,,,NaT,False,,,,,,,False,False,,,
451,asistencias,,,,,NaT,False,,,,,,,False,False,,,
452,asistencias,,,,,NaT,False,,,,,,,False,False,,,
453,asistencias,,,,,NaT,False,,,,,,,False,False,,,
454,asistencias,,,,,NaT,False,,,,,,,False,False,,,
455,asistencias,,,,,NaT,False,,,,,,,False,False,,,
456,asistencias,,,,,NaT,False,,,,,,,False,False,,,
457,asistencias,,,,,NaT,False,,,,,,,False,False,,,
458,asistencias,,,,,NaT,False,,,,,,,False,False,,,
459,asistencias,,,,,NaT,False,,,,,,,False,False,,,
460,asistencias,,,,,NaT,False,,,,,,,False,False,,,
461,asistencias,,,,,NaT,False,,,,,,,False,False,,,
462,asistencias,,,,,NaT,False,,,,,,,False,False,,,
463,asistencias,,,,,NaT,False,,,,,,,False,False,,,
464,asistencias,,,,,NaT,False,,,,,,,False,False,,,
465,asistencias,,,,,NaT,False,,,,,,,False,False,,,
466,asistencias,,,,,NaT,False,,,,,,,False,False,,,
467,asistencias,,,,,NaT,False,,,,,,,False,False,,,
468,asistencias,,,,,NaT,False,,,,,,,False,False,,,
469,asistencias,,,,,NaT,False,,,,,,,False,False,,,
470,asistencias,,,,,NaT,False,,,,,,,False,False,,,
471,asistencias,,,,,NaT,False,,,,,,,False,False,,,
472,asistencias,,,,,NaT,False,,,,,,,False,False,,,
473,asistencias,,,,,NaT,False,,,,,,,False,False,,,
474,asistencias,,,,,NaT,False,,,,,,,False,False,,,
475,asistencias,,,,,NaT,False,,,,,,,False,False,,,
476,asistencias,,,,,NaT,False,,,,,,,False,False,,,
477,asistencias,,,,,NaT,False,,,,,,,False,False,,,
478,asistencias,,,,,NaT,False,,,,,,,False,False,,,
479,asistencias,,,,,NaT,False,,,,,,,False,False,,,
480,asistencias,,,,,NaT,False,,,,,,,False,False,,,
481,asistencias,,,,,NaT,False,,,,,,,False,False,,,
482,asistencias,,,,,NaT,False,,,,,,,False,False,,,
483,asistencias,,,,,NaT,False,,,,,,,False,False,,,
484,asistencias,,,,,NaT,False,,,,,,,False,False,,,
485,asistencias,,,,,NaT,False,,,,,,,False,False,,,
486,asistencias,,,,,NaT,False,,,,,,,False,False,,,
487,asistencias,,,,,NaT,False,,,,,,,False,False,,,
488,asistencias,,,,,NaT,False,,,,,,,False,False,,,
489,asistencias,,,,,NaT,False,,,,,,,False,False,,,
490,asistencias,,,,,NaT,False,,,,,,,False,False,,,
491,asistencias,,,,,NaT,False,,,,,,,False,False,,,
492,asistencias,,,,,NaT,False,,,,,,,False,False,,,
493,asistencias,,,,,NaT,False,,,,,,,False,False,,,
494,asistencias,,,,,NaT,False,,,,,,,False,False,,,
495,asistencias,,,,,NaT,False,,,,,,,False,False,,,
496,asistencias,,,,,NaT,False,,,,,,,False,False,,,
497,asistencias,,,,,NaT,False,,,,,,,False,False,,,
498,asistencias,,,,,NaT,False,,,,,,,False,False,,,
499,asistencias,,,,,NaT,False,,,,,,,False,False,,,
500,asistencias,,,,,NaT,False,,,,,,,False,False,,,
501,asistencias,,,,,NaT,False,,,,,,,False,False,,,
502,asistencias,,,,,NaT,False,,,,,,,False,False,,,
503,asistencias,,,,,NaT,False,,,,,,,False,False,,,
504,asistencias,,,,,NaT,False,,,,,,,False,False,,,
505,asistencias,,,,,NaT,False,,,,,,,False,False,,,
506,asistencias,,,,,NaT,False,,,,,,,False,False,,,
507,asistencias,,,,,NaT,False,,,,,,,False,False,,,
508,asistencias,,,,,NaT,False,,,,,,,False,False,,,
509,asistencias,,,,,NaT,False,,,,,,,False,False,,,
510,asistencias,,,,,NaT,False,,,,,,,False,False,,,
511,asistencias,,,,,NaT,False,,,,,,,False,False,,,
512,asistencias,,,,,NaT,False,,,,,,,False,False,,,
513,asistencias,,,,,NaT,False,,,,,,,False,False,,,
514,asistencias,,,,,NaT,False,,,,,,,False,False,,,
515,asistencias,,,,,NaT,False,,,,,,,False,False,,,
516,asistencias,,,,,NaT,False,,,,,,,False,False,,,
517,asistencias,,,,,NaT,False,,,,,,,False,False,,,
518,asistencias,,,,,NaT,False,,,,,,,False,False,,,
519,asistencias,,,,,NaT,False,,,,,,,False,False,,,
520,asistencias,,,,,NaT,False,,,,,,,False,False,,,
521,asistencias,,,,,NaT,False,,,,,,,False,False,,,
522,asistencias,,,,,NaT,False,,,,,,,False,False,,,
523,asistencias,,,,,NaT,False,,,,,,,False,False,,,
524,asistencias,,,,,NaT,False,,,,,,,False,False,,,
525,asistencias,,,,,NaT,False,,,,,,,False,False,,,
526,asistencias,,,,,NaT,False,,,,,,,False,False,,,
527,asistencias,,,,,NaT,False,,,,,,,False,False,,,
528,asistencias,,,,,NaT,False,,,,,,,False,False,,,
529,asistencias,,,,,NaT,False,,,,,,,False,False,,,
530,asistencias,,,,,NaT,False,,,,,,,False,False,,,
531,asistencias,,,,,NaT,False,,,,,,,False,False,,,
532,asistencias,,,,,NaT,False,,,,,,,False,False,,,
533,asistencias,,,,,NaT,False,,,,,,,False,False,,,
534,asistencias,,,,,NaT,False,,,,,,,False,False,,,
535,asistencias,,,,,NaT,False,,,,,,,False,False,,,
536,asistencias,,,,,NaT,False,,,,,,,False,False,,,
537,asistencias,,,,,NaT,False,,,,,,,False,False,,,
538,asistencias,,,,,NaT,False,,,,,,,False,False,,,
539,asistencias,,,,,NaT,False,,,,,,,False,False,,,
540,asistencias,,,,,NaT,False,,,,,,,False,False,,,
541,asistencias,,,,,NaT,False,,,,,,,False,False,,,
542,asistencias,,,,,NaT,False,,,,,,,False,False,,,
543,asistencias,,,,,NaT,False,,,,,,,False,False,,,
544,asistencias,,,,,NaT,False,,,,,,,False,False,,,
545,asistencias,,,,,NaT,False,,,,,,,False,False,,,
546,asistencias,,,,,NaT,False,,,,,,,False,False,,,
547,asistencias,,,,,NaT,False,,,,,,,False,False,,,
548,asistencias,,,,,NaT,False,,,,,,,False,False,,,
549,asistencias,,,,,NaT,False,,,,,,,False,False,,,
550,asistencias,,,,,NaT,False,,,,,,,False,False,,,
551,asistencias,,,,,NaT,False,,,,,,,False,False,,,
552,asistencias,,,,,NaT,False,,,,,,,False,False,,,
553,asistencias,,,,,NaT,False,,,,,,,False,False,,,
554,asistencias,,,,,NaT,False,,,,,,,False,False,,,
555,asistencias,,,,,NaT,False,,,,,,,False,False,,,
556,asistencias,,,,,NaT,False,,,,,,,False,False,,,
557,asistencias,,,,,NaT,False,,,,,,,False,False,,,
558,asistencias,,,,,NaT,False,,,,,,,False,False,,,
559,asistencias,,,,,NaT,False,,,,,,,False,False,,,
560,asistencias,,,,,NaT,False,,,,,,,False,False,,,
561,asistencias,,,,,NaT,False,,,,,,,False,False,,,
562,asistencias,,,,,NaT,False,,,,,,,False,False,,,
563,asistencias,,,,,NaT,False,,,,,,,False,False,,,
564,asistencias,,,,,NaT,False,,,,,,,False,False,,,
565,asistencias,,,,,NaT,False,,,,,,,False,False,,,
566,asistencias,,,,,NaT,False,,,,,,,False,False,,,
567,asistencias,,,,,NaT,False,,,,,,,False,False,,,
568,asistencias,,,,,NaT,False,,,,,,,False,False,,,
569,asistencias,,,,,NaT,False,,,,,,,False,False,,,
570,asistencias,,,,,NaT,False,,,,,,,False,False,,,
571,asistencias,,,,,NaT,False,,,,,,,False,False,,,
572,asistencias,,,,,NaT,False,,,,,,,False,False,,,
573,asistencias,,,,,NaT,False,,,,,,,False,False,,,
574,asistencias,,,,,NaT,False,,,,,,,False,False,,,
575,asistencias,,,,,NaT,False,,,,,,,False,False,,,
576,asistencias,,,,,NaT,False,,,,,,,False,False,,,
577,asistencias,,,,,NaT,False,,,,,,,False,False,,,
578,asistencias,,,,,NaT,False,,,,,,,False,False,,,
579,asistencias,,,,,NaT,False,,,,,,,False,False,,,
580,asistencias,,,,,NaT,False,,,,,,,False,False,,,
581,asistencias,,,,,NaT,False,,,,,,,False,False,,,
582,asistencias,,,,,NaT,False,,,,,,,False,False,,,
583,asistencias,,,,,NaT,False,,,,,,,False,False,,,
584,asistencias,,,,,NaT,False,,,,,,,False,False,,,
585,asistencias,,,,,NaT,False,,,,,,,False,False,,,
586,asistencias,,,,,NaT,False,,,,,,,False,False,,,
587,asistencias,,,,,NaT,False,,,,,,,False,False,,,
588,asistencias,,,,,NaT,False,,,,,,,False,False,,,
589,asistencias,,,,,NaT,False,,,,,,,False,False,,,
590,asistencias,,,,,NaT,False,,,,,,,False,False,,,
591,asistencias,,,,,NaT,False,,,,,,,False,False,,,
592,asistencias,,,,,NaT,False,,,,,,,False,False,,,
593,asistencias,,,,,NaT,False,,,,,,,False,False,,,
594,asistencias,,,,,NaT,False,,,,,,,False,False,,,
595,asistencias,,,,,NaT,False,,,,,,,False,False,,,
596,asistencias,,,,,NaT,False,,,,,,,False,False,,,
597,asistencias,,,,,NaT,False,,,,,,,False,False,,,
598,asistencias,,,,,NaT,False,,,,,,,False,False,,,
599,asistencias,,,,,NaT,False,,,,,,,False,False,,,
600,asistencias,,,,,NaT,False,,,,,,,False,False,,,
601,asistencias,,,,,NaT,False,,,,,,,False,False,,,
602,asistencias,,,,,NaT,False,,,,,,,False,False,,,
603,asistencias,,,,,NaT,False,,,,,,,False,False,,,
604,asistencias,,,,,NaT,False,,,,,,,False,False,,,
605,asistencias,,,,,NaT,False,,,,,,,False,False,,,
606,asistencias,,,,,NaT,False,,,,,,,False,False,,,
607,asistencias,,,,,NaT,False,,,,,,,False,False,,,
608,asistencias,,,,,NaT,False,,,,,,,False,False,,,
609,asistencias,,,,,NaT,False,,,,,,,False,False,,,
610,asistencias,,,,,NaT,False,,,,,,,False,False,,,
611,asistencias,,,,,NaT,False,,,,,,,False,False,,,
612,asistencias,,,,,NaT,False,,,,,,,False,False,,,
613,asistencias,,,,,NaT,False,,,,,,,False,False,,,
614,asistencias,,,,,NaT,False,,,,,,,False,False,,,
615,asistencias,,,,,NaT,False,,,,,,,False,False,,,
616,asistencias,,,,,NaT,False,,,,,,,False,False,,,
617,asistencias,,,,,NaT,False,,,,,,,False,False,,,
618,asistencias,,,,,NaT,False,,,,,,,False,False,,,
619,asistencias,,,,,NaT,False,,,,,,,False,False,,,
620,asistencias,,,,,NaT,False,,,,,,,False,False,,,
621,asistencias,,,,,NaT,False,,,,,,,False,False,,,
622,asistencias,,,,,NaT,False,,,,,,,False,False,,,
623,asistencias,,,,,NaT,False,,,,,,,False,False,,,
624,asistencias,,,,,NaT,False,,,,,,,False,False,,,
625,asistencias,,,,,NaT,False,,,,,,,False,False,,,
626,asistencias,,,,,NaT,False,,,,,,,False,False,,,
627,asistencias,,,,,NaT,False,,,,,,,False,False,,,
628,asistencias,,,,,NaT,False,,,,,,,False,False,,,
629,asistencias,,,,,NaT,False,,,,,,,False,False,,,
630,asistencias,,,,,NaT,False,,,,,,,False,False,,,
631,asistencias,,,,,NaT,False,,,,,,,False,False,,,
632,asistencias,,,,,NaT,False,,,,,,,False,False,,,
633,asistencias,,,,,NaT,False,,,,,,,False,False,,,
634,asistencias,,,,,NaT,False,,,,,,,False,False,,,
635,asistencias,,,,,NaT,False,,,,,,,False,False,,,
636,asistencias,,,,,NaT,False,,,,,,,False,False,,,
637,asistencias,,,,,NaT,False,,,,,,,False,False,,,
638,asistencias,,,,,NaT,False,,,,,,,False,False,,,
639,asistencias,,,,,NaT,False,,,,,,,False,False,,,
640,asistencias,,,,,NaT,False,,,,,,,False,False,,,
641,asistencias,,,,,NaT,False,,,,,,,False,False,,,
642,asistencias,,,,,NaT,False,,,,,,,False,False,,,
643,asistencias,,,,,NaT,False,,,,,,,False,False,,,
644,asistencias,,,,,NaT,False,,,,,,,False,False,,,
645,asistencias,,,,,NaT,False,,,,,,,False,False,,,
646,asistencias,,,,,NaT,False,,,,,,,False,False,,,
647,asistencias,,,,,NaT,False,,,,,,,False,False,,,
648,asistencias,,,,,NaT,False,,,,,,,False,False,,,
649,asistencias,,,,,NaT,False,,,,,,,False,False,,,
650,asistencias,,,,,NaT,False,,,,,,,False,False,,,
651,asistencias,,,,,NaT,False,,,,,,,False,False,,,
652,asistencias,,,,,NaT,False,,,,,,,False,False,,,
653,asistencias,,,,,NaT,False,,,,,,,False,False,,,
654,asistencias,,,,,NaT,False,,,,,,,False,False,,,
655,asistencias,,,,,NaT,False,,,,,,,False,False,,,
656,asistencias,,,,,NaT,False,,,,,,,False,False,,,
657,asistencias,,,,,NaT,False,,,,,,,False,False,,,
658,asistencias,,,,,NaT,False,,,,,,,False,False,,,
659,asistencias,,,,,NaT,False,,,,,,,False,False,,,
660,asistencias,,,,,NaT,False,,,,,,,False,False,,,
661,asistencias,,,,,NaT,False,,,,,,,False,False,,,
662,asistencias,,,,,NaT,False,,,,,,,False,False,,,
663,asistencias,,,,,NaT,False,,,,,,,False,False,,,
664,asistencias,,,,,NaT,False,,,,,,,False,False,,,
665,asistencias,,,,,NaT,False,,,,,,,False,False,,,
666,asistencias,,,,,NaT,False,,,,,,,False,False,,,
667,asistencias,,,,,NaT,False,,,,,,,False,False,,,
668,asistencias,,,,,NaT,False,,,,,,,False,False,,,
669,asistencias,,,,,NaT,False,,,,,,,False,False,,,
670,asistencias,,,,,NaT,False,,,,,,,False,False,,,
671,asistencias,,,,,NaT,False,,,,,,,False,False,,,
672,asistencias,,,,,NaT,False,,,,,,,False,False,,,
673,asistencias,,,,,NaT,False,,,,,,,False,False,,,
674,asistencias,,,,,NaT,False,,,,,,,False,False,,,
675,asistencias,,,,,NaT,False,,,,,,,False,False,,,
676,asistencias,,,,,NaT,False,,,,,,,False,False,,,
677,asistencias,,,,,NaT,False,,,,,,,False,False,,,
678,asistencias,,,,,NaT,False,,,,,,,False,False,,,
679,asistencias,,,,,NaT,False,,,,,,,False,False,,,
680,asistencias,,,,,NaT,False,,,,,,,False,False,,,
681,asistencias,,,,,NaT,False,,,,,,,False,False,,,
682,asistencias,,,,,NaT,False,,,,,,,False,False,,,
683,asistencias,,,,,NaT,False,,,,,,,False,False,,,
684,asistencias,,,,,NaT,False,,,,,,,False,False,,,
685,asistencias,,,,,NaT,False,,,,,,,False,False,,,
686,asistencias,,,,,NaT,False,,,,,,,False,False,,,
687,asistencias,,,,,NaT,False,,,,,,,False,False,,,
688,asistencias,,,,,NaT,False,,,,,,,False,False,,,
689,asistencias,,,,,NaT,False,,,,,,,False,False,,,
690,asistencias,,,,,NaT,False,,,,,,,False,False,,,
691,asistencias,,,,,NaT,False,,,,,,,False,False,,,
692,asistencias,,,,,NaT,False,,,,,,,False,False,,,
693,asistencias,,,,,NaT,False,,,,,,,False,False,,,
694,asistencias,,,,,NaT,False,,,,,,,False,False,,,
695,asistencias,,,,,NaT,False,,,,,,,False,False,,,
696,asistencias,,,,,NaT,False,,,,,,,False,False,,,
697,asistencias,,,,,NaT,False,,,,,,,False,False,,,
698,asistencias,,,,,NaT,False,,,,,,,False,False,,,
699,asistencias,,,,,NaT,False,,,,,,,False,False,,,
700,asistencias,,,,,NaT,False,,,,,,,False,False,,,
701,asistencias,,,,,NaT,False,,,,,,,False,False,,,
702,asistencias,,,,,NaT,False,,,,,,,False,False,,,
703,asistencias,,,,,NaT,False,,,,,,,False,False,,,
704,asistencias,,,,,NaT,False,,,,,,,False,False,,,
705,asistencias,,,,,NaT,False,,,,,,,False,False,,,
706,asistencias,,,,,NaT,False,,,,,,,False,False,,,
707,asistencias,,,,,NaT,False,,,,,,,False,False,,,
