row_number,module_name,fecha,anio,mes_num,mes_nombre,periodo,registro_valido,estado_fila_norm,row_alert_estado_incompleto,municipio,estado_pirdes,implementado_mes,participantes_totales,n_tecnicos,n_operarios,requiere_seguimiento,observaciones
509,pirdes,,,,,,False,,False,,,False,,,,,
510,pirdes,,,,,,False,,False,,,False,,,,,
511,pirdes,,,,,,False,,False,,,False,,,,,
512,pirdes,,,,,,False,,False,,,False,,,,,
513,pirdes,,,,,,False,,False,,,False,,,,,
514,pirdes,,,,,,False,,False,,,False,,,,,
515,pirdes,,,,,,False,,False,,,False,,,,,
516,pirdes,,,,,,False,,False,,,False,,,,,
517,pirdes,,,,,,False,,False,,,False,,,,,
518,pirdes,,,,,,False,,False,,,False,,,,,
519,pirdes,,,,,,False,,False,,,False,,,,,
520,pirdes,,,,,,False,,False,,,False,,,,,
521,pirdes,,,,,,False,,False,,,False,,,,,
522,pirdes,,,,,,False,,False,,,False,,,,,
523,pirdes,,,,,,False,,False,,,False,,,,,
524,pirdes,,,,,,False,,False,,,False,,,,,
525,pirdes,,,,,,False,,False,,,False,,,,,
526,pirdes,,,,,,False,,False,,,False,,,,,
527,pirdes,,,,,,False,,False,,,False,,,,,
528,pirdes,,,,,,False,,False,,,False,,,,,
529,pirdes,,,,,,False,,False,,,False,,,,,
530,pirdes,,,,,,False,,False,,,False,,,,,
531,pirdes,,,,,,False,,False,,,False,,,,,
532,pirdes,,,,,,False,,False,,,False,,,,,
533,pirdes,,,,,,False,,False,,,False,,,,,
534,pirdes,,,,,,False,,False,,,False,,,,,
535,pirdes,,,,,,False,,False,,,False,,,,,
536,pirdes,,,,,,False,,False,,,False,,,,,
537,pirdes,,,,,,False,,False,,,False,,,,,
538,pirdes,,,,,,False,,False,,,False,,,,,
539,pirdes,,,,,,False,,False,,,False,,,,,
540,pirdes,,,,,,False,,False,,,False,,,,,
541,pirdes,,,,,,False,,False,,,False,,,,,
542,pirdes,,,,,,False,,False,,,False,,,,,
543,pirdes,,,,,,False,,False,,,False,,,,,
544,pirdes,,,,,,False,,False,,,False,,,,,
545,pirdes,,,,,,False,,False,,,False,,,,,
546,pirdes,,,,,,False,,False,,,False,,,,,
547,pirdes,,,,,,False,,False,,,False,,,,,
548,pirdes,,,,,,False,,False,,,False,,,,,
549,pirdes,,,,,,False,,False,,,False,,,,,
550,pirdes,,,,,,False,,False,,,False,,,,,
551,pirdes,,,,,,False,,False,,,False,,,,,
552,pirdes,,,,,,False,,False,,,False,,,,,
553,pirdes,,,,,,False,,False,,,False,,,,,
554,pirdes,,,,,,False,,False,,,False,,,,,
555,pirdes,,,,,,False,,False,,,False,,,,,
556,pirdes,,,,,,False,,False,,,False,,,,,
557,pirdes,,,,,,False,,False,,,False,,,,,
558,pirdes,,,,,,False,,False,,,False,,,,,
559,pirdes,,,,,,False,,False,,,False,,,,,
560,pirdes,,,,,,False,,False,,,False,,,,,
561,pirdes,,,,,,False,,False,,,False,,,,,
562,pirdes,,,,,,False,,False,,,False,,,,,
563,pirdes,,,,,,False,,False,,,False,,,,,
564,pirdes,,,,,,False,,False,,,False,,,,,
565,pirdes,,,,,,False,,False,,,False,,,,,
566,pirdes,,,,,,False,,False,,,False,,,,,
567,pirdes,,,,,,False,,False,,,False,,,,,
568,pirdes,,,,,,False,,False,,,False,,,,,
569,pirdes,,,,,,False,,False,,,False,,,,,
570,pirdes,,,,,,False,,False,,,False,,,,,
571,pirdes,,,,,,False,,False,,,False,,,,,
572,pirdes,,,,,,False,,False,,,False,,,,,
573,pirdes,,,,,,False,,False,,,False,,,,,
574,pirdes,,,,,,False,,False,,,False,,,,,
575,pirdes,,,,,,False,,False,,,False,,,,,
576,pirdes,,,,,,False,,False,,,False,,,,,
577,pirdes,,,,,,False,,False,,,False,,,,,
578,pirdes,,,,,,False,,False,,,False,,,,,
579,pirdes,,,,,,False,,False,,,False,,,,,
580,pirdes,,,,,,False,,False,,,False,,,,,
581,pirdes,,,,,,False,,False,,,False,,,,,
582,pirdes,,,,,,False,,False,,,False,,,,,
583,pirdes,,,,,,False,,False,,,False,,,,,
584,pirdes,,,,,,False,,False,,,False,,,,,
585,pirdes,,,,,,False,,False,,,False,,,,,
586,pirdes,,,,,,False,,False,,,False,,,,,
587,pirdes,,,,,,False,,False,,,False,,,,,
588,pirdes,,,,,,False,,False,,,False,,,,,
589,pirdes,,,,,,False,,False,,,False,,,,,
590,pirdes,,,,,,False,,False,,,False,,,,,
591,pirdes,,,,,,False,,False,,,False,,,,,
592,pirdes,,,,,,False,,False,,,False,,,,,
593,pirdes,,,,,,False,,False,,,False,,,,,
594,pirdes,,,,,,False,,False,,,False,,,,,
595,pirdes,,,,,,False,,False,,,False,,,,,
596,pirdes,,,,,,False,,False,,,False,,,,,
597,pirdes,,,,,,False,,False,,,False,,,,,
598,pirdes,,,,,,False,,False,,,False,,,,,
599,pirdes,,,,,,False,,False,,,False,,,,,
600,pirdes,,,,,,False,,False,,,False,,,,,
601,pirdes,,,,,,False,,False,,,False,,,,,
602,pirdes,,,,,,False,,False,,,False,,,,,
603,pirdes,,,,,,False,,False,,,False,,,,,
604,pirdes,,,,,,False,,False,,,False,,,,,
605,pirdes,,,,,,False,,False,,,False,,,,,
606,pirdes,,,,,,False,,False,,,False,,,,,
607,pirdes,,,,,,False,,False,,,False,,,,,
608,pirdes,,,,,,False,,False,,,False,,,,,
609,pirdes,,,,,,False,,False,,,False,,,,,
610,pirdes,,,,,,False,,False,,,False,,,,,
611,pirdes,,,,,,False,,False,,,False,,,,,
612,pirdes,,,,,,False,,False,,,False,,,,,
613,pirdes,,,,,,False,,False,,,False,,,,,
614,pirdes,,,,,,False,,False,,,False,,,,,
615,pirdes,,,,,,False,,False,,,False,,,,,
616,pirdes,,,,,,False,,False,,,False,,,,,
617,pirdes,,,,,,False,,False,,,False,,,,,
618,pirdes,,,,,,False,,False,,,False,,,,,
619,pirdes,,,,,,False,,False,,,False,,,,,
620,pirdes,,,,,,False,,False,,,False,,,,,
621,pirdes,,,,,,False,,False,,,False,,,,,
622,pirdes,,,,,,False,,False,,,False,,,,,
623,pirdes,,,,,,False,,False,,,False,,,,,
624,pirdes,,,,,,False,,False,,,False,,,,,
625,pirdes,,,,,,False,,False,,,False,,,,,
626,pirdes,,,,,,False,,False,,,False,,,,,
627,pirdes,,,,,,False,,False,,,False,,,,,
628,pirdes,,,,,,False,,False,,,False,,,,,
629,pirdes,,,,,,False,,False,,,False,,,,,
630,pirdes,,,,,,False,,False,,,False,,,,,
631,pirdes,,,,,,False,,False,,,False,,,,,
632,pirdes,,,,,,False,,False,,,False,,,,,
633,pirdes,,,,,,False,,False,,,False,,,,,
634,pirdes,,,,,,False,,False,,,False,,,,,
635,pirdes,,,,,,False,,False,,,False,,,,,
636,pirdes,,,,,,False,,False,,,False,,,,,
637,pirdes,,,,,,False,,False,,,False,,,,,
638,pirdes,,,,,,False,,False,,,False,,,,,
639,pirdes,,,,,,False,,False,,,False,,,,,
640,pirdes,,,,,,False,,False,,,False,,,,,
641,pirdes,,,,,,False,,False,,,False,,,,,
642,pirdes,,,,,,False,,False,,,False,,,,,
643,pirdes,,,,,,False,,False,,,False,,,,,
644,pirdes,,,,,,False,,False,,,False,,,,,
645,pirdes,,,,,,False,,False,,,False,,,,,
646,pirdes,,,,,,False,,False,,,False,,,,,
647,pirdes,,,,,,False,,False,,,False,,,,,
648,pirdes,,,,,,False,,False,,,False,,,,,
649,pirdes,,,,,,False,,False,,,False,,,,,
650,pirdes,,,,,,False,,False,,,False,,,,,
651,pirdes,,,,,,False,,False,,,False,,,,,
652,pirdes,,,,,,False,,False,,,False,,,,,
653,pirdes,,,,,,False,,False,,,False,,,,,
654,pirdes,,,,,,False,,False,,,False,,,,,
655,pirdes,,,,,,False,,False,,,False,,,,,
656,pirdes,,,,,,False,,False,,,False,,,,,
657,pirdes,,,,,,False,,False,,,False,,,,,
658,pirdes,,,,,,False,,False,,,False,,,,,
659,pirdes,,,,,,False,,False,,,False,,,,,
660,pirdes,,,,,,False,,False,,,False,,,,,
661,pirdes,,,,,,False,,False,,,False,,,,,
662,pirdes,,,,,,False,,False,,,False,,,,,
663,pirdes,,,,,,False,,False,,,False,,,,,
664,pirdes,,,,,,False,,False,,,False,,,,,
665,pirdes,,,,,,False,,False,,,False,,,,,
666,pirdes,,,,,,False,,False,,,False,,,,,
667,pirdes,,,,,,False,,False,,,False,,,,,
668,pirdes,,,,,,False,,False,,,False,,,,,
669,pirdes,,,,,,False,,False,,,False,,,,,
670,pirdes,,,,,,False,,False,,,False,,,,,
671,pirdes,,,,,,False,,False,,,False,,,,,
672,pirdes,,,,,,False,,False,,,False,,,,,
673,pirdes,,,,,,False,,False,,,False,,,,,
674,pirdes,,,,,,False,,False,,,False,,,,,
675,pirdes,,,,,,False,,False,,,False,,,,,
676,pirdes,,,,,,False,,False,,,False,,,,,
677,pirdes,,,,,,False,,False,,,False,,,,,
678,pirdes,,,,,,False,,False,,,False,,,,,
679,pirdes,,,,,,False,,False,,,False,,,,,
680,pirdes,,,,,,False,,False,,,False,,,,,
681,pirdes,,,,,,False,,False,,,False,,,,,
682,pirdes,,,,,,False,,False,,,False,,,,,
683,pirdes,,,,,,False,,False,,,False,,,,,
684,pirdes,,,,,,False,,False,,,False,,,,,
685,pirdes,,,,,,False,,False,,,False,,,,,
686,pirdes,,,,,,False,,False,,,False,,,,,
687,pirdes,,,,,,False,,False,,,False,,,,,
688,pirdes,,,,,,False,,False,,,False,,,,,
689,pirdes,,,,,,False,,False,,,False,,,,,
690,pirdes,,,,,,False,,False,,,False,,,,,
691,pirdes,,,,,,False,,False,,,False,,,,,
692,pirdes,,,,,,False,,False,,,False,,,,,
693,pirdes,,,,,,False,,False,,,False,,,,,
694,pirdes,,,,,,False,,False,,,False,,,,,
695,pirdes,,,,,,False,,False,,,False,,,,,
696,pirdes,,,,,,False,,False,,,False,,,,,
697,pirdes,,,,,,False,,False,,,False,,,,,
698,pirdes,,,,,,False,,False,,,False,,,,,
699,pirdes,,,,,,False,,False,,,False,,,,,
700,pirdes,,,,,,False,,False,,,False,,,,,
701,pirdes,,,,,,False,,False,,,False,,,,,
702,pirdes,,,,,,False,,False,,,False,,,,,
703,pirdes,,,,,,False,,False,,,False,,,,,
704,pirdes,,,,,,False,,False,,,False,,,,,
705,pirdes,,,,,,False,,False,,,False,,,,,
706,pirdes,,,,,,False,,False,,,False,,,,,
707,pirdes,,,,,,False,,False,,,False,,,,,
