row_number,module_name,fecha,anio,mes_num,mes_nombre,periodo,registro_valido,estado_fila_norm,row_alert_estado_incompleto,tipo_reunion,tema_principal,instituciones_participantes,acuerdos_principales,is_codema,is_mesa_dep,is_mesa_municipal,municipios
377,reuniones,,,,,,False,,False,,,,,False,False,False,
378,reuniones,,,,,,False,,False,,,,,False,False,False,
379,reuniones,,,,,,False,,False,,,,,False,False,False,
380,reuniones,,,,,,False,,False,,,,,False,False,False,
381,reuniones,,,,,,False,,False,,,,,False,False,False,
382,reuniones,,,,,,False,,False,,,,,False,False,False,
383,reuniones,,,,,,False,,False,,,,,False,False,False,
384,reuniones,,,,,,False,,False,,,,,False,False,False,
385,reuniones,,,,,,False,,False,,,,,False,False,False,
386,reuniones,,,,,,False,,False,,,,,False,False,False,
387,reuniones,,,,,,False,,False,,,,,False,False,False,
388,reuniones,,,,,,False,,False,,,,,False,False,False,
389,reuniones,,,,,,False,,False,,,,,False,False,False,
390,reuniones,,,,,,False,,False,,,,,False,False,False,
391,reuniones,,,,,,False,,False,,,,,False,False,False,
392,reuniones,,,,,,False,,False,,,,,False,False,False,
393,reuniones,,,,,,False,,False,,,,,False,False,False,
394,reuniones,,,,,,False,,False,,,,,False,False,False,
395,reuniones,,,,,,False,,False,,,,,False,False,False,
396,reuniones,,,,,,False,,False,,,,,False,False,False,
397,reuniones,,,,,,False,,False,,,,,False,False,False,
398,reuniones,,,,,,False,,False,,,,,False,False,False,
399,reuniones,,,,,,False,,False,,,,,False,False,False,
400,reuniones,,,,,,False,,False,,,,,False,False,False,
401,reuniones,,,,,,False,,False,,,,,False,False,False,
402,reuniones,,,,,,False,,False,,,,,False,False,False,
403,reuniones,,,,,,False,,False,,,,,False,False,False,
404,reuniones,,,,,,False,,False,,,,,False,False,False,
405,reuniones,,,,,,False,,False,,,,,False,False,False,
406,reuniones,,,,,,False,,False,,,,,False,False,False,
407,reuniones,,,,,,False,,False,,,,,False,False,False,
408,reuniones,,,,,,False,,False,,,,,False,False,False,
409,reuniones,,,,,,False,,False,,,,,False,False,False,
410,reuniones,,,,,,False,,False,,,,,False,False,False,
411,reuniones,,,,,,False,,False,,,,,False,False,False,
412,reuniones,,,,,,False,,False,,,,,False,False,False,
413,reuniones,,,,,,False,,False,,,,,False,False,False,
414,reuniones,,,,,,False,,False,,,,,False,False,False,
415,reuniones,,,,,,False,,False,,,,,False,False,False,
416,reuniones,,,,,,False,,False,,,,,False,False,False,
417,reuniones,,,,,,False,,False,,,,,False,False,False,
418,reuniones,,,,,,False,,False,,,,,False,False,False,
419,reuniones,,,,,,False,,False,,,,,False,False,False,
420,reuniones,,,,,,False,,False,,,,,False,False,False,
421,reuniones,,,,,,False,,False,,,,,False,False,False,
422,reuniones,,,,,,False,,False,,,,,False,False,False,
423,reuniones,,,,,,False,,False,,,,,False,False,False,
424,reuniones,,,,,,False,,False,,,,,False,False,False,
425,reuniones,,,,,,False,,False,,,,,False,False,False,
426,reuniones,,,,,,False,,False,,,,,False,False,False,
427,reuniones,,,,,,False,,False,,,,,False,False,False,
428,reuniones,,,,,,False,,False,,,,,False,False,False,
429,reuniones,,,,,,False,,False,,,,,False,False,False,
430,reuniones,,,,,,False,,False,,,,,False,False,False,
431,reuniones,,,,,,False,,False,,,,,False,False,False,
432,reuniones,,,,,,False,,False,,,,,False,False,False,
433,reuniones,,,,,,False,,False,,,,,False,False,False,
434,reuniones,,,,,,False,,False,,,,,False,False,False,
435,reuniones,,,,,,False,,False,,,,,False,False,False,
436,reuniones,,,,,,False,,False,,,,,False,False,False,
437,reuniones,,,,,,False,,False,,,,,False,False,False,
438,reuniones,,,,,,False,,False,,,,,False,False,False,
439,reuniones,,,,,,False,,False,,,,,False,False,False,
440,reuniones,,,,,,False,,False,,,,,False,False,False,
441,reuniones,,,,,,False,,False,,,,,False,False,False,
442,reuniones,,,,,,False,,False,,,,,False,False,False,
443,reuniones,,,,,,False,,False,,,,,False,False,False,
444,reuniones,,,,,,False,,False,,,,,False,False,False,
445,reuniones,,,,,,False,,False,,,,,False,False,False,
446,reuniones,,,,,,False,,False,,,,,False,False,False,
447,reuniones,,,,,,False,,False,,,,,False,False,False,
448,reuniones,,,,,,False,,False,,,,,False,False,False,
449,reuniones,,,,,,False,,False,,,,,False,False,False,
450,reuniones,,,,,,False,,False,,,,,False,False,False,
451,reuniones,,,,,,False,,False,,,,,False,False,False,
452,reuniones,,,,,,False,,False,,,,,False,False,False,
453,reuniones,,,,,,False,,False,,,,,False,False,False,
454,reuniones,,,,,,False,,False,,,,,False,False,False,
455,reuniones,,,,,,False,,False,,,,,False,False,False,
456,reuniones,,,,,,False,,False,,,,,False,False,False,
457,reuniones,,,,,,False,,False,,,,,False,False,False,
458,reuniones,,,,,,False,,False,,,,,False,False,False,
459,reuniones,,,,,,False,,False,,,,,False,False,False,
460,reuniones,,,,,,False,,False,,,,,False,False,False,
461,reuniones,,,,,,False,,False,,,,,False,False,False,
462,reuniones,,,,,,False,,False,,,,,False,False,False,
463,reuniones,,,,,,False,,False,,,,,False,False,False,
464,reuniones,,,,,,False,,False,,,,,False,False,False,
465,reuniones,,,,,,False,,False,,,,,False,False,False,
466,reuniones,,,,,,False,,False,,,,,False,False,False,
467,reuniones,,,,,,False,,False,,,,,False,False,False,
468,reuniones,,,,,,False,,False,,,,,False,False,False,
469,reuniones,,,,,,False,,False,,,,,False,False,False,
470,reuniones,,,,,,False,,False,,,,,False,False,False,
471,reuniones,,,,,,False,,False,,,,,False,False,False,
472,reuniones,,,,,,False,,False,,,,,False,False,False,
473,reuniones,,,,,,False,,False,,,,,False,False,False,
474,reuniones,,,,,,False,,False,,,,,False,False,False,
475,reuniones,,,,,,False,,False,,,,,False,False,False,
476,reuniones,,,,,,False,,False,,,,,False,False,False,
477,reuniones,,,,,,False,,False,,,,,False,False,False,
478,reuniones,,,,,,False,,False,,,,,False,False,False,
479,reuniones,,,,,,False,,False,,,,,False,False,False,
480,reuniones,,,,,,False,,False,,,,,False,False,False,
481,reuniones,,,,,,False,,False,,,,,False,False,False,
482,reuniones,,,,,,False,,False,,,,,False,False,False,
483,reuniones,,,,,,False,,False,,,,,False,False,False,
484,reuniones,,,,,,False,,False,,,,,False,False,False,
485,reuniones,,,,,,False,,False,,,,,False,False,False,
486,reuniones,,,,,,False,,False,,,,,False,False,False,
487,reuniones,,,,,,False,,False,,,,,False,False,False,
488,reuniones,,,,,,False,,False,,,,,False,False,False,
489,reuniones,,,,,,False,,False,,,,,False,False,False,
490,reuniones,,,,,,False,,False,,,,,False,False,False,
491,reuniones,,,,,,False,,False,,,,,False,False,False,
492,reuniones,,,,,,False,,False,,,,,False,False,False,
493,reuniones,,,,,,False,,False,,,,,False,False,False,
494,reuniones,,,,,,False,,False,,,,,False,False,False,
495,reuniones,,,,,,False,,False,,,,,False,False,False,
496,reuniones,,,,,,False,,False,,,,,False,False,False,
497,reuniones,,,,,,False,,False,,,,,False,False,False,
498,reuniones,,,,,,False,,False,,,,,False,False,False,
499,reuniones,,,,,,False,,False,,,,,False,False,False,
500,reuniones,,,,,,False,,False,,,,,False,False,False,
501,reuniones,,,,,,False,,False,,,,,False,False,False,
502,reuniones,,,,,,False,,False,,,,,False,False,False,
503,reuniones,,,,,,False,,False,,,,,False,False,False,
504,reuniones,,,,,,False,,False,,,,,False,False,False,
505,reuniones,,,,,,False,,False,,,,,False,False,False,
506,reuniones,,,,,,False,,False,,,,,False,False,False,
507,reuniones,,,,,,False,,False,,,,,False,False,False,
508,reuniones,,,,,,False,,False,,,,,False,False,False,
509,reuniones,,,,,,False,,False,,,,,False,False,False,
510,reuniones,,,,,,False,,False,,,,,False,False,False,
511,reuniones,,,,,,False,,False,,,,,False,False,False,
512,reuniones,,,,,,False,,False,,,,,False,False,False,
513,reuniones,,,,,,False,,False,,,,,False,False,False,
514,reuniones,,,,,,False,,False,,,,,False,False,False,
515,reuniones,,,,,,False,,False,,,,,False,False,False,
516,reuniones,,,,,,False,,False,,,,,False,False,False,
517,reuniones,,,,,,False,,False,,,,,False,False,False,
518,reuniones,,,,,,False,,False,,,,,False,False,False,
519,reuniones,,,,,,False,,False,,,,,False,False,False,
520,reuniones,,,,,,False,,False,,,,,False,False,False,
521,reuniones,,,,,,False,,False,,,,,False,False,False,
522,reuniones,,,,,,False,,False,,,,,False,False,False,
523,reuniones,,,,,,False,,False,,,,,False,False,False,
524,reuniones,,,,,,False,,False,,,,,False,False,False,
525,reuniones,,,,,,False,,False,,,,,False,False,False,
526,reuniones,,,,,,False,,False,,,,,False,False,False,
527,reuniones,,,,,,False,,False,,,,,False,False,False,
528,reuniones,,,,,,False,,False,,,,,False,False,False,
529,reuniones,,,,,,False,,False,,,,,False,False,False,
530,reuniones,,,,,,False,,False,,,,,False,False,False,
531,reuniones,,,,,,False,,False,,,,,False,False,False,
532,reuniones,,,,,,False,,False,,,,,False,False,False,
533,reuniones,,,,,,False,,False,,,,,False,False,False,
534,reuniones,,,,,,False,,False,,,,,False,False,False,
535,reuniones,,,,,,False,,False,,,,,False,False,False,
536,reuniones,,,,,,False,,False,,,,,False,False,False,
537,reuniones,,,,,,False,,False,,,,,False,False,False,
538,reuniones,,,,,,False,,False,,,,,False,False,False,
539,reuniones,,,,,,False,,False,,,,,False,False,False,
540,reuniones,,,,,,False,,False,,,,,False,False,False,
541,reuniones,,,,,,False,,False,,,,,False,False,False,
542,reuniones,,,,,,False,,False,,,,,False,False,False,
543,reuniones,,,,,,False,,False,,,,,False,False,False,
544,reuniones,,,,,,False,,False,,,,,False,False,False,
545,reuniones,,,,,,False,,False,,,,,False,False,False,
546,reuniones,,,,,,False,,False,,,,,False,False,False,
547,reuniones,,,,,,False,,False,,,,,False,False,False,
548,reuniones,,,,,,False,,False,,,,,False,False,False,
549,reuniones,,,,,,False,,False,,,,,False,False,False,
550,reuniones,,,,,,False,,False,,,,,False,False,False,
551,reuniones,,,,,,False,,False,,,,,False,False,False,
552,reuniones,,,,,,False,,False,,,,,False,False,False,
553,reuniones,,,,,,False,,False,,,,,False,False,False,
554,reuniones,,,,,,False,,False,,,,,False,False,False,
555,reuniones,,,,,,False,,False,,,,,False,False,False,
556,reuniones,,,,,,False,,False,,,,,False,False,False,
557,reuniones,,,,,,False,,False,,,,,False,False,False,
558,reuniones,,,,,,False,,False,,,,,False,False,False,
559,reuniones,,,,,,False,,False,,,,,False,False,False,
560,reuniones,,,,,,False,,False,,,,,False,False,False,
561,reuniones,,,,,,False,,False,,,,,False,False,False,
562,reuniones,,,,,,False,,False,,,,,False,False,False,
563,reuniones,,,,,,False,,False,,,,,False,False,False,
564,reuniones,,,,,,False,,False,,,,,False,False,False,
565,reuniones,,,,,,False,,False,,,,,False,False,False,
566,reuniones,,,,,,False,,False,,,,,False,False,False,
567,reuniones,,,,,,False,,False,,,,,False,False,False,
568,reuniones,,,,,,False,,False,,,,,False,False,False,
569,reuniones,,,,,,False,,False,,,,,False,False,False,
570,reuniones,,,,,,False,,False,,,,,False,False,False,
571,reuniones,,,,,,False,,False,,,,,False,False,False,
572,reuniones,,,,,,False,,False,,,,,False,False,False,
573,reuniones,,,,,,False,,False,,,,,False,False,False,
574,reuniones,,,,,,False,,False,,,,,False,False,False,
575,reuniones,,,,,,False,,False,,,,,False,False,False,
576,reuniones,,,,,,False,,False,,,,,False,False,False,
577,reuniones,,,,,,False,,False,,,,,False,False,False,
578,reuniones,,,,,,False,,False,,,,,False,False,False,
579,reuniones,,,,,,False,,False,,,,,False,False,False,
580,reuniones,,,,,,False,,False,,,,,False,False,False,
581,reuniones,,,,,,False,,False,,,,,False,False,False,
582,reuniones,,,,,,False,,False,,,,,False,False,False,
583,reuniones,,,,,,False,,False,,,,,False,False,False,
584,reuniones,,,,,,False,,False,,,,,False,False,False,
585,reuniones,,,,,,False,,False,,,,,False,False,False,
586,reuniones,,,,,,False,,False,,,,,False,False,False,
587,reuniones,,,,,,False,,False,,,,,False,False,False,
588,reuniones,,,,,,False,,False,,,,,False,False,False,
589,reuniones,,,,,,False,,False,,,,,False,False,False,
590,reuniones,,,,,,False,,False,,,,,False,False,False,
591,reuniones,,,,,,False,,False,,,,,False,False,False,
592,reuniones,,,,,,False,,False,,,,,False,False,False,
593,reuniones,,,,,,False,,False,,,,,False,False,False,
594,reuniones,,,,,,False,,False,,,,,False,False,False,
595,reuniones,,,,,,False,,False,,,,,False,False,False,
596,reuniones,,,,,,False,,False,,,,,False,False,False,
597,reuniones,,,,,,False,,False,,,,,False,False,False,
598,reuniones,,,,,,False,,False,,,,,False,False,False,
599,reuniones,,,,,,False,,False,,,,,False,False,False,
600,reuniones,,,,,,False,,False,,,,,False,False,False,
601,reuniones,,,,,,False,,False,,,,,False,False,False,
602,reuniones,,,,,,False,,False,,,,,False,False,False,
603,reuniones,,,,,,False,,False,,,,,False,False,False,
604,reuniones,,,,,,False,,False,,,,,False,False,False,
605,reuniones,,,,,,False,,False,,,,,False,False,False,
606,reuniones,,,,,,False,,False,,,,,False,False,False,
607,reuniones,,,,,,False,,False,,,,,False,False,False,
608,reuniones,,,,,,False,,False,,,,,False,False,False,
609,reuniones,,,,,,False,,False,,,,,False,False,False,
610,reuniones,,,,,,False,,False,,,,,False,False,False,
611,reuniones,,,,,,False,,False,,,,,False,False,False,
612,reuniones,,,,,,False,,False,,,,,False,False,False,
613,reuniones,,,,,,False,,False,,,,,False,False,False,
614,reuniones,,,,,,False,,False,,,,,False,False,False,
615,reuniones,,,,,,False,,False,,,,,False,False,False,
616,reuniones,,,,,,False,,False,,,,,False,False,False,
617,reuniones,,,,,,False,,False,,,,,False,False,False,
618,reuniones,,,,,,False,,False,,,,,False,False,False,
619,reuniones,,,,,,False,,False,,,,,False,False,False,
620,reuniones,,,,,,False,,False,,,,,False,False,False,
621,reuniones,,,,,,False,,False,,,,,False,False,False,
622,reuniones,,,,,,False,,False,,,,,False,False,False,
623,reuniones,,,,,,False,,False,,,,,False,False,False,
624,reuniones,,,,,,False,,False,,,,,False,False,False,
625,reuniones,,,,,,False,,False,,,,,False,False,False,
626,reuniones,,,,,,False,,False,,,,,False,False,False,
627,reuniones,,,,,,False,,False,,,,,False,False,False,
628,reuniones,,,,,,False,,False,,,,,False,False,False,
629,reuniones,,,,,,False,,False,,,,,False,False,False,
630,reuniones,,,,,,False,,False,,,,,False,False,False,
631,reuniones,,,,,,False,,False,,,,,False,False,False,
632,reuniones,,,,,,False,,False,,,,,False,False,False,
633,reuniones,,,,,,False,,False,,,,,False,False,False,
634,reuniones,,,,,,False,,False,,,,,False,False,False,
635,reuniones,,,,,,False,,False,,,,,False,False,False,
636,reuniones,,,,,,False,,False,,,,,False,False,False,
637,reuniones,,,,,,False,,False,,,,,False,False,False,
638,reuniones,,,,,,False,,False,,,,,False,False,False,
639,reuniones,,,,,,False,,False,,,,,False,False,False,
640,reuniones,,,,,,False,,False,,,,,False,False,False,
641,reuniones,,,,,,False,,False,,,,,False,False,False,
642,reuniones,,,,,,False,,False,,,,,False,False,False,
643,reuniones,,,,,,False,,False,,,,,False,False,False,
644,reuniones,,,,,,False,,False,,,,,False,False,False,
645,reuniones,,,,,,False,,False,,,,,False,False,False,
646,reuniones,,,,,,False,,False,,,,,False,False,False,
647,reuniones,,,,,,False,,False,,,,,False,False,False,
648,reuniones,,,,,,False,,False,,,,,False,False,False,
649,reuniones,,,,,,False,,False,,,,,False,False,False,
650,reuniones,,,,,,False,,False,,,,,False,False,False,
651,reuniones,,,,,,False,,False,,,,,False,False,False,
652,reuniones,,,,,,False,,False,,,,,False,False,False,
653,reuniones,,,,,,False,,False,,,,,False,False,False,
654,reuniones,,,,,,False,,False,,,,,False,False,False,
655,reuniones,,,,,,False,,False,,,,,False,False,False,
656,reuniones,,,,,,False,,False,,,,,False,False,False,
657,reuniones,,,,,,False,,False,,,,,False,False,False,
658,reuniones,,,,,,False,,False,,,,,False,False,False,
659,reuniones,,,,,,False,,False,,,,,False,False,False,
660,reuniones,,,,,,False,,False,,,,,False,False,False,
661,reuniones,,,,,,False,,False,,,,,False,False,False,
662,reuniones,,,,,,False,,False,,,,,False,False,False,
663,reuniones,,,,,,False,,False,,,,,False,False,False,
664,reuniones,,,,,,False,,False,,,,,False,False,False,
665,reuniones,,,,,,False,,False,,,,,False,False,False,
666,reuniones,,,,,,False,,False,,,,,False,False,False,
667,reuniones,,,,,,False,,False,,,,,False,False,False,
668,reuniones,,,,,,False,,False,,,,,False,False,False,
669,reuniones,,,,,,False,,False,,,,,False,False,False,
670,reuniones,,,,,,False,,False,,,,,False,False,False,
671,reuniones,,,,,,False,,False,,,,,False,False,False,
672,reuniones,,,,,,False,,False,,,,,False,False,False,
673,reuniones,,,,,,False,,False,,,,,False,False,False,
674,reuniones,,,,,,False,,False,,,,,False,False,False,
675,reuniones,,,,,,False,,False,,,,,False,False,False,
676,reuniones,,,,,,False,,False,,,,,False,False,False,
677,reuniones,,,,,,False,,False,,,,,False,False,False,
678,reuniones,,,,,,False,,False,,,,,False,False,False,
679,reuniones,,,,,,False,,False,,,,,False,False,False,
680,reuniones,,,,,,False,,False,,,,,False,False,False,
681,reuniones,,,,,,False,,False,,,,,False,False,False,
682,reuniones,,,,,,False,,False,,,,,False,False,False,
683,reuniones,,,,,,False,,False,,,,,False,False,False,
684,reuniones,,,,,,False,,False,,,,,False,False,False,
685,reuniones,,,,,,False,,False,,,,,False,False,False,
686,reuniones,,,,,,False,,False,,,,,False,False,False,
687,reuniones,,,,,,False,,False,,,,,False,False,False,
688,reuniones,,,,,,False,,False,,,,,False,False,False,
689,reuniones,,,,,,False,,False,,,,,False,False,False,
690,reuniones,,,,,,False,,False,,,,,False,False,False,
691,reuniones,,,,,,False,,False,,,,,False,False,False,
692,reuniones,,,,,,False,,False,,,,,False,False,False,
693,reuniones,,,,,,False,,False,,,,,False,False,False,
694,reuniones,,,,,,False,,False,,,,,False,False,False,
695,reuniones,,,,,,False,,False,,,,,False,False,False,
696,reuniones,,,,,,False,,False,,,,,False,False,False,
697,reuniones,,,,,,False,,False,,,,,False,False,False,
698,reuniones,,,,,,False,,False,,,,,False,False,False,
699,reuniones,,,,,,False,,False,,,,,False,False,False,
700,reuniones,,,,,,False,,False,,,,,False,False,False,
701,reuniones,,,,,,False,,False,,,,,False,False,False,
702,reuniones,,,,,,False,,False,,,,,False,False,False,
703,reuniones,,,,,,False,,False,,,,,False,False,False,
704,reuniones,,,,,,False,,False,,,,,False,False,False,
705,reuniones,,,,,,False,,False,,,,,False,False,False,
706,reuniones,,,,,,False,,False,,,,,False,False,False,
707,reuniones,,,,,,False,,False,,,,,False,False,False,
