programa_id,periodo,anio,mes_num,mes_nombre,sector,actividades,nuevas_asistencias,asistencia_indicador
fortalecimiento_municipal,2026-02,2026,2,Febrero,Desechos sólidos,5,4,4
fortalecimiento_municipal,2026-02,2026,2,Febrero,Otro,1,1,0
fortalecimiento_municipal,2026-02,2026,2,Febrero,Tratamiento de aguas residuales,1,1,1
fortalecimiento_municipal,2026-03,2026,3,Marzo,Agua potable,2,1,1
fortalecimiento_municipal,2026-03,2026,3,Marzo,Alcantarillado,1,1,1
fortalecimiento_municipal,2026-03,2026,3,Marzo,Desechos sólidos,6,4,4
fortalecimiento_municipal,2026-03,2026,3,Marzo,Tratamiento de aguas residuales,3,3,3
fortalecimiento_municipal,2026-04,2026,4,Abril,Desechos sólidos,2,2,2
fortalecimiento_municipal,2026-04,2026,4,Abril,Tratamiento de aguas residuales,1,1,1
