programa_id,programa_nombre,periodos_detectados,fecha_min_global,fecha_max_global,usa_encabezado_como_fuente_periodo,nota_asistencias_codede,nota_capacitaciones,nota_temas_nucleo
fortalecimiento_municipal,Fortalecimiento municipal,2026-01 | 2026-02 | 2026-03,2026-01,2026-03,False,Indicador publicado como proxy operativo mientras no exista columna explícita CODEDE en el sheet.,Estado fila e INCOMPLETA solo alertan calidad; no excluyen KPIs si la fila sí trae evidencia operativa mínima.,"Los temas núcleo se homologan desde Tema:, Tipo de actividad y Observaciones para no depender de nombres literales."
