periodo_clave,anio_reportado,mes_num,mes_label,fecha_campo,municipio_campo,centro_campo,tipo_actividad_campo,estado_actividad_campo,estudiantes_participantes_evento,estudiantes_nuevos_campo,docentes_participantes_evento,lugar_actividad,resultado_actividad,actividad_campo_ejecutada_flag,observaciones_campo
2026-feb,2026,2,Febrero,2026-03-13,solola,Tzala,mural_pedagogico,ejecutada,12,0,1,,,1,
