program_id,program_name,periodo_clave,mes_num,mes_label,indicator_id,indicador_nombre,unidad,categoria,modelo_medicion,valor_mes,valor_acumulado,meta_mes,meta_anual,esperado_al_corte,pct_meta_anual,pct_vs_esperado,cumplio_mes,meses_cumplidos,meses_transcurridos,aporta_metas_epc,estatus,orden_dashboard,is_latest_data_month
educando_para_conservar,Educando para Conservar,2026-06,6,Junio,act_reforestacion,Campañas de reforestación,actividades,tactico,annual_cumulative_profiled,,,0.0,20.0,9.399999999999999,,,0,0,4,True,rojo,10,False
educando_para_conservar,Educando para Conservar,2026-06,6,Junio,act_monitoreo_reforestadas,Monitoreo de áreas reforestadas,actividades,tactico,annual_cumulative_profiled,,,0.0,8.0,3.76,,,0,0,4,True,rojo,11,False
educando_para_conservar,Educando para Conservar,2026-06,6,Junio,act_tul,Manejo / poda / mantenimiento de tul,actividades,tactico,annual_cumulative_profiled,,,0.0,10.0,4.699999999999999,,,0,0,4,True,rojo,12,False
educando_para_conservar,Educando para Conservar,2026-06,6,Junio,act_ferias,Ferias ambientales,actividades,tactico,annual_cumulative_profiled,,,0.0,16.0,7.52,,,0,0,4,True,rojo,13,False
educando_para_conservar,Educando para Conservar,2026-06,6,Junio,act_huertos,Huertos escolares,actividades,tactico,milestone_window,,,0.0,8.0,4.0,,,0,0,4,True,azul,14,False
educando_para_conservar,Educando para Conservar,2026-06,6,Junio,act_giras,Giras educativas,actividades,tactico,annual_cumulative_profiled,,,0.0,24.0,11.28,,,0,0,4,True,rojo,15,False
educando_para_conservar,Educando para Conservar,2026-06,6,Junio,act_murales,Murales pedagógicos,actividades,tactico,milestone_window,,,0.0,4.0,2.0,,,0,0,4,True,azul,16,False
educando_para_conservar,Educando para Conservar,2026-06,6,Junio,act_centros_acopio,Centros de acopio escolar,actividades,tactico,milestone_window,,,0.0,8.0,4.0,,,0,0,4,True,azul,17,False
educando_para_conservar,Educando para Conservar,2026-06,6,Junio,act_limpiezas,Campañas de limpieza escolar,actividades,tactico,annual_cumulative_profiled,,,0.0,24.0,11.28,,,0,0,4,True,rojo,18,False
educando_para_conservar,Educando para Conservar,2026-06,6,Junio,act_proyectos_gestion,Proyectos de gestión ambiental escolar,actividades,tactico,milestone_window,,,0.0,2.0,1.0,,,0,0,4,True,azul,19,False
