periodo_clave,anio_reportado,mes_num,mes_label,fecha_centro,municipio_centro,centro_educativo,niveles_centro,acciones_centro,temas_epc,docentes_atendidos,docentes_nuevos_capacitados,directores_participantes,materiales_entregados,estudiantes_diagnostico,estudiantes_atendidos_mes,estudiantes_nuevos_epc,observaciones_centro
2026-feb,2026,2,Febrero,2026-03-13,solola,Panimatzalan,basico,seguimiento_epc,gestion_ambiental,34,21,34,56,32,60,34,
