periodo_clave,anio_reportado,mes_num,mes_label,fecha_diplomado_operativo,cohorte_operativa,municipios_diplomado_operativo,tipo_movimiento_diplomado,jovenes_alcanzados_operativo,avance_diplomado_operativo,observaciones_diplomado_operativo,jovenes_formados_total_corte,propuestas_juveniles_total_corte,capitales_semilla_total_corte
2026-feb,2026,2,Febrero,2026-03-13,cohorte_1,solola santa_lucia_utatlan panajachel,modulo_formativo,60,,,0.0,0.0,0.0
