periodo_clave,anio_reportado,mes_num,mes_label,fecha_coordinacion,municipios_coordinacion,tipo_coordinacion,instituciones_coordinacion,resultado_coordinacion,observaciones_coordinacion
2026-feb,2026,2,Febrero,2026-03-14,panajachel,reunion_equipo,,,
