programa_id,programa_nombre,anio,mes_num,mes,periodo,periodo_clave,estado_reporte,has_any_data,jornadas_mes,aceite_litros_mes,agua_protegida_mes,inmuebles_atendidos_mes,hotel_producidos_mes,tocador_producidos_mes,jabones_producidos_mes,hotel_vendidos_mes,tocador_vendidos_mes,ingresos_mes,actividades_mes,meta_anual_jornadas,meta_anual_aceite,meta_anual_agua,meta_anual_jabones,_uuid,_submission_time,jornadas_acum,aceite_litros_acum,agua_protegida_acum,jabones_producidos_acum,meta_esperada_jornadas,meta_esperada_aceite,meta_esperada_agua,meta_esperada_jabones,pct_avance_anual_jornadas,pct_avance_anual_aceite,pct_avance_anual_agua,pct_avance_anual_jabones,pct_vs_esperado_jornadas,pct_vs_esperado_aceite,pct_vs_esperado_agua,pct_vs_esperado_jabones,es_ultimo_mes_con_datos
conservando_atitlan,Conservando Atitlán,2026,3,MAR,2026-03,2026-mar,final_validado,True,1,300,300000,23,3000,2345,5345,400,344,9160,1,12,80000,80000000,65040,85e104dd-19aa-4b8c-9872-29d9ecdc33c6,2026-03-13 05:16:20,1,300,300000,5345,3.0,20000.0,20000000.0,16260.0,0.08333333333333333,0.00375,0.00375,0.08218019680196802,0.3333333333333333,0.015,0.015,0.32872078720787207,True
