record_key,programa,anio,mes,recolector,municipio_origen,zona_codigo,material,cantidad,pagado_unit_gtq,precio_vendido_unit_gtq,gtq_total_pagados,ingreso_total_venta,ingreso_cooperativa,source_sheet,source_row
Cooperativa Atitlán Recicla|FEB|K - Sololá|Quintal vidrio VER|228,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,K - Sololá,K,Quintal vidrio VER,6.44,10,10,64.4,64.4,0,Compras,228
Cooperativa Atitlán Recicla|FEB|K - Sololá|Quintal vidrio mixto|229,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,K - Sololá,K,Quintal vidrio mixto,27.42,22,22,603.24,603.24,0,Compras,229
Cooperativa Atitlán Recicla|FEB|K - Santa Catarina Palopó|PET transparente|230,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,K - Santa Catarina Palopó,K,PET transparente,0.6,40,40,24,24,0,Compras,230
Cooperativa Atitlán Recicla|FEB|K - Santa Catarina Palopó|PET celeste|231,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,K - Santa Catarina Palopó,K,PET celeste,0.25,20,20,5,5,0,Compras,231
Cooperativa Atitlán Recicla|FEB|K - Santa Catarina Palopó|PET verde|232,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,K - Santa Catarina Palopó,K,PET verde,0.06,15,15,0.8999999999999999,0.8999999999999999,0,Compras,232
Cooperativa Atitlán Recicla|FEB|K - Santa Catarina Palopó|Plástico duro (PP)|233,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,K - Santa Catarina Palopó,K,Plástico duro (PP),0.12,35,35,4.2,4.2,0,Compras,233
Cooperativa Atitlán Recicla|FEB|K - Santa Catarina Palopó|Plástico soplado (PEAD)|234,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,K - Santa Catarina Palopó,K,Plástico soplado (PEAD),0.42,35,35,14.7,14.7,0,Compras,234
Cooperativa Atitlán Recicla|FEB|K - Santa Catarina Palopó|Cartón |235,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,K - Santa Catarina Palopó,K,Cartón ,1.62,10,10,16.200000000000003,16.200000000000003,0,Compras,235
Cooperativa Atitlán Recicla|FEB|K - Santa Catarina Palopó|cartoncillo|236,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,K - Santa Catarina Palopó,K,cartoncillo,0.4,5,5,2,2,0,Compras,236
Cooperativa Atitlán Recicla|FEB|K - Santa Catarina Palopó|Quintal vidrio VER|237,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,K - Santa Catarina Palopó,K,Quintal vidrio VER,10,10,10,100,100,0,Compras,237
Cooperativa Atitlán Recicla|FEB|K - Santa Catarina Palopó|Quintal vidrio mixto|238,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,K - Santa Catarina Palopó,K,Quintal vidrio mixto,5.81,22,22,127.82,127.82,0,Compras,238
Cooperativa Atitlán Recicla|FEB|K - San Andrés Semetabaj|PET transparente|239,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,K - San Andrés Semetabaj,K,PET transparente,0.52,40,40,20.8,20.8,0,Compras,239
Cooperativa Atitlán Recicla|FEB|K - San Andrés Semetabaj|Plástico duro (PP)|240,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,K - San Andrés Semetabaj,K,Plástico duro (PP),0.19,35,35,6.65,6.65,0,Compras,240
Cooperativa Atitlán Recicla|FEB|K - San Andrés Semetabaj|Plástico soplado (PEAD)|241,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,K - San Andrés Semetabaj,K,Plástico soplado (PEAD),0.55,35,35,19.25,19.25,0,Compras,241
Cooperativa Atitlán Recicla|FEB|K - San Andrés Semetabaj|Cartón |242,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,K - San Andrés Semetabaj,K,Cartón ,9.53,10,10,95.3,95.3,0,Compras,242
Cooperativa Atitlán Recicla|FEB|K - San Andrés Semetabaj|Papel mixto |243,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,K - San Andrés Semetabaj,K,Papel mixto ,3.59,25,25,89.75,89.75,0,Compras,243
Cooperativa Atitlán Recicla|FEB|K - San Andrés Semetabaj|Quintal vidrio VER|244,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,K - San Andrés Semetabaj,K,Quintal vidrio VER,3,10,10,30,30,0,Compras,244
Cooperativa Atitlán Recicla|FEB|K - San Andrés Semetabaj|Quintal vidrio mixto|245,Cooperativa Atitlán Recicla,2026,FEB,Lideresas,K - San Andrés Semetabaj,K,Quintal vidrio mixto,19.41,22,22,427.02,427.02,0,Compras,245
