record_key,programa,anio,mes_num,mes,zona,territorio,tipo_operacion,mujeres_activas,mujeres_actividades,mujeres_comercializacion,mujeres_comercializacion_no_inscritas,mujeres_inscritas_total,mujeres_nuevas_inscritas,materiales_lideresas_qq,materiales_municipalidad_qq,total_materiales_qq,ingreso_bruto_lideresas,gasto_transporte,pago_coop_lideresas,ingreso_neto_lideresas,ingreso_bruto_municipalidad,pago_coop_municipalidad,ingreso_neto_municipalidad,ingreso_bruto_total,ingreso_neto_total_territorio,ingreso_neto_cooperativa,horas_trabajadas_lideresas,ingreso_diario_lideresa,pet_qq,vidrio_cerveza_gronn_unid,vidrio_vino_gronn_unid,vidrio_cerveza_surusic_unid,vidrio_vino_surusic_unid,vidrio_peso_qq,vidrio_total_qq,ingreso_pet,ingreso_vidrio_peso,ingreso_vidrio_gronn,ingreso_vidrio_surusic
ATITLAN_RECICLA|2026|06|San Marcos La Laguna,atitlan_recicla,2026,6,JUN,Las Lagunas,San Marcos La Laguna,muni,,,,,,,,,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0
ATITLAN_RECICLA|2026|06|Santa Cruz La Laguna,atitlan_recicla,2026,6,JUN,Las Lagunas,Santa Cruz La Laguna,mujeres,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0
ATITLAN_RECICLA|2026|06|Tzununá,atitlan_recicla,2026,6,JUN,Las Lagunas,Tzununá,mujeres,,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,
ATITLAN_RECICLA|2026|06|Panajachel,atitlan_recicla,2026,6,JUN,Tzolojya,Panajachel,mujeres,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,
ATITLAN_RECICLA|2026|06|Santa Clara La Laguna,atitlan_recicla,2026,6,JUN,Tzolojya,Santa Clara La Laguna,mujeres,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,
ATITLAN_RECICLA|2026|06|Santa Lucía Utatlán,atitlan_recicla,2026,6,JUN,Tzolojya,Santa Lucía Utatlán,muni,0.0,0.0,0.0,0.0,,,,,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,0.0,0.0
ATITLAN_RECICLA|2026|06|Santa María Visitación,atitlan_recicla,2026,6,JUN,Tzolojya,Santa María Visitación,muni,,,,,,,,,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0
ATITLAN_RECICLA|2026|06|San Lucas Tolimán,atitlan_recicla,2026,6,JUN,Zona Sur,San Lucas Tolimán,mujeres_y_muni,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,
ATITLAN_RECICLA|2026|06|Santiago Atitlán,atitlan_recicla,2026,6,JUN,Zona Sur,Santiago Atitlán,mujeres_y_muni,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,
ATITLAN_RECICLA|2026|07|San Andrés Semetabaj,atitlan_recicla,2026,7,JUL,Kaqchiquel,San Andrés Semetabaj,mujeres,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0
ATITLAN_RECICLA|2026|07|San Antonio Palopó,atitlan_recicla,2026,7,JUL,Kaqchiquel,San Antonio Palopó,mujeres,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATITLAN_RECICLA|2026|07|Santa Catarina Palopó,atitlan_recicla,2026,7,JUL,Kaqchiquel,Santa Catarina Palopó,mujeres,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0
ATITLAN_RECICLA|2026|07|Sololá,atitlan_recicla,2026,7,JUL,Kaqchiquel,Sololá,mujeres_y_muni,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,
ATITLAN_RECICLA|2026|07|Jaibalito,atitlan_recicla,2026,7,JUL,Las Lagunas,Jaibalito,mujeres,,,,,,,,,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0
ATITLAN_RECICLA|2026|07|San Juan La Laguna,atitlan_recicla,2026,7,JUL,Las Lagunas,San Juan La Laguna,mujeres,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0
ATITLAN_RECICLA|2026|07|San Marcos La Laguna,atitlan_recicla,2026,7,JUL,Las Lagunas,San Marcos La Laguna,muni,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0
ATITLAN_RECICLA|2026|07|Santa Cruz La Laguna,atitlan_recicla,2026,7,JUL,Las Lagunas,Santa Cruz La Laguna,mujeres,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0
ATITLAN_RECICLA|2026|07|Tzununá,atitlan_recicla,2026,7,JUL,Las Lagunas,Tzununá,mujeres,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,
ATITLAN_RECICLA|2026|07|Panajachel,atitlan_recicla,2026,7,JUL,Tzolojya,Panajachel,mujeres,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,
ATITLAN_RECICLA|2026|07|Santa Clara La Laguna,atitlan_recicla,2026,7,JUL,Tzolojya,Santa Clara La Laguna,mujeres,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0
ATITLAN_RECICLA|2026|07|Santa Lucía Utatlán,atitlan_recicla,2026,7,JUL,Tzolojya,Santa Lucía Utatlán,muni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,,0.0
ATITLAN_RECICLA|2026|07|Santa María Visitación,atitlan_recicla,2026,7,JUL,Tzolojya,Santa María Visitación,muni,,,,,,,,,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,,0.0
ATITLAN_RECICLA|2026|07|San Lucas Tolimán,atitlan_recicla,2026,7,JUL,Zona Sur,San Lucas Tolimán,mujeres_y_muni,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,
ATITLAN_RECICLA|2026|07|Santiago Atitlán,atitlan_recicla,2026,7,JUL,Zona Sur,Santiago Atitlán,mujeres_y_muni,,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,
ATITLAN_RECICLA|2026|08|San Andrés Semetabaj,atitlan_recicla,2026,8,AGO,Kaqchiquel,San Andrés Semetabaj,mujeres,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0
ATITLAN_RECICLA|2026|08|San Antonio Palopó,atitlan_recicla,2026,8,AGO,Kaqchiquel,San Antonio Palopó,mujeres,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATITLAN_RECICLA|2026|08|Santa Catarina Palopó,atitlan_recicla,2026,8,AGO,Kaqchiquel,Santa Catarina Palopó,mujeres,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0
ATITLAN_RECICLA|2026|08|Sololá,atitlan_recicla,2026,8,AGO,Kaqchiquel,Sololá,mujeres_y_muni,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,
ATITLAN_RECICLA|2026|08|Jaibalito,atitlan_recicla,2026,8,AGO,Las Lagunas,Jaibalito,mujeres,,,,,,,,,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0
ATITLAN_RECICLA|2026|08|San Juan La Laguna,atitlan_recicla,2026,8,AGO,Las Lagunas,San Juan La Laguna,mujeres,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0
ATITLAN_RECICLA|2026|08|San Marcos La Laguna,atitlan_recicla,2026,8,AGO,Las Lagunas,San Marcos La Laguna,muni,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0
ATITLAN_RECICLA|2026|08|Santa Cruz La Laguna,atitlan_recicla,2026,8,AGO,Las Lagunas,Santa Cruz La Laguna,mujeres,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0
ATITLAN_RECICLA|2026|08|Tzununá,atitlan_recicla,2026,8,AGO,Las Lagunas,Tzununá,mujeres,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,
ATITLAN_RECICLA|2026|08|Panajachel,atitlan_recicla,2026,8,AGO,Tzolojya,Panajachel,mujeres,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,
ATITLAN_RECICLA|2026|08|Santa Clara La Laguna,atitlan_recicla,2026,8,AGO,Tzolojya,Santa Clara La Laguna,mujeres,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0
ATITLAN_RECICLA|2026|08|Santa Lucía Utatlán,atitlan_recicla,2026,8,AGO,Tzolojya,Santa Lucía Utatlán,muni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,,0.0
ATITLAN_RECICLA|2026|08|Santa María Visitación,atitlan_recicla,2026,8,AGO,Tzolojya,Santa María Visitación,muni,,,,,,,,,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,,0.0
ATITLAN_RECICLA|2026|08|San Lucas Tolimán,atitlan_recicla,2026,8,AGO,Zona Sur,San Lucas Tolimán,mujeres_y_muni,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,
ATITLAN_RECICLA|2026|08|Santiago Atitlán,atitlan_recicla,2026,8,AGO,Zona Sur,Santiago Atitlán,mujeres_y_muni,,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,
ATITLAN_RECICLA|2026|09|San Andrés Semetabaj,atitlan_recicla,2026,9,SEP,Kaqchiquel,San Andrés Semetabaj,mujeres,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0
ATITLAN_RECICLA|2026|09|San Antonio Palopó,atitlan_recicla,2026,9,SEP,Kaqchiquel,San Antonio Palopó,mujeres,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATITLAN_RECICLA|2026|09|Santa Catarina Palopó,atitlan_recicla,2026,9,SEP,Kaqchiquel,Santa Catarina Palopó,mujeres,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0
ATITLAN_RECICLA|2026|09|Sololá,atitlan_recicla,2026,9,SEP,Kaqchiquel,Sololá,mujeres_y_muni,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,
ATITLAN_RECICLA|2026|09|Jaibalito,atitlan_recicla,2026,9,SEP,Las Lagunas,Jaibalito,mujeres,,,,,,,,,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0
ATITLAN_RECICLA|2026|09|San Juan La Laguna,atitlan_recicla,2026,9,SEP,Las Lagunas,San Juan La Laguna,mujeres,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0
ATITLAN_RECICLA|2026|09|San Marcos La Laguna,atitlan_recicla,2026,9,SEP,Las Lagunas,San Marcos La Laguna,muni,,,,,,,,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0
ATITLAN_RECICLA|2026|09|Santa Cruz La Laguna,atitlan_recicla,2026,9,SEP,Las Lagunas,Santa Cruz La Laguna,mujeres,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0
ATITLAN_RECICLA|2026|09|Tzununá,atitlan_recicla,2026,9,SEP,Las Lagunas,Tzununá,mujeres,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,
ATITLAN_RECICLA|2026|09|Panajachel,atitlan_recicla,2026,9,SEP,Tzolojya,Panajachel,mujeres,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,
ATITLAN_RECICLA|2026|09|Santa Clara La Laguna,atitlan_recicla,2026,9,SEP,Tzolojya,Santa Clara La Laguna,mujeres,,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0
ATITLAN_RECICLA|2026|09|Santa Lucía Utatlán,atitlan_recicla,2026,9,SEP,Tzolojya,Santa Lucía Utatlán,muni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,,0.0
ATITLAN_RECICLA|2026|09|Santa María Visitación,atitlan_recicla,2026,9,SEP,Tzolojya,Santa María Visitación,muni,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,,0.0
ATITLAN_RECICLA|2026|09|San Lucas Tolimán,atitlan_recicla,2026,9,SEP,Zona Sur,San Lucas Tolimán,mujeres_y_muni,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,
ATITLAN_RECICLA|2026|09|Santiago Atitlán,atitlan_recicla,2026,9,SEP,Zona Sur,Santiago Atitlán,mujeres_y_muni,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,
ATITLAN_RECICLA|2026|10|San Andrés Semetabaj,atitlan_recicla,2026,10,OCT,Kaqchiquel,San Andrés Semetabaj,mujeres,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0
ATITLAN_RECICLA|2026|10|San Antonio Palopó,atitlan_recicla,2026,10,OCT,Kaqchiquel,San Antonio Palopó,mujeres,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATITLAN_RECICLA|2026|10|Santa Catarina Palopó,atitlan_recicla,2026,10,OCT,Kaqchiquel,Santa Catarina Palopó,mujeres,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0
ATITLAN_RECICLA|2026|10|Sololá,atitlan_recicla,2026,10,OCT,Kaqchiquel,Sololá,mujeres_y_muni,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,
ATITLAN_RECICLA|2026|10|Jaibalito,atitlan_recicla,2026,10,OCT,Las Lagunas,Jaibalito,mujeres,,,,,,,,,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,
ATITLAN_RECICLA|2026|10|San Juan La Laguna,atitlan_recicla,2026,10,OCT,Las Lagunas,San Juan La Laguna,mujeres,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0
ATITLAN_RECICLA|2026|10|San Marcos La Laguna,atitlan_recicla,2026,10,OCT,Las Lagunas,San Marcos La Laguna,muni,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0
ATITLAN_RECICLA|2026|10|Santa Cruz La Laguna,atitlan_recicla,2026,10,OCT,Las Lagunas,Santa Cruz La Laguna,mujeres,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0
ATITLAN_RECICLA|2026|10|Tzununá,atitlan_recicla,2026,10,OCT,Las Lagunas,Tzununá,mujeres,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,
ATITLAN_RECICLA|2026|10|Panajachel,atitlan_recicla,2026,10,OCT,Tzolojya,Panajachel,mujeres,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,
ATITLAN_RECICLA|2026|10|Santa Clara La Laguna,atitlan_recicla,2026,10,OCT,Tzolojya,Santa Clara La Laguna,mujeres,,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0
ATITLAN_RECICLA|2026|10|Santa Lucía Utatlán,atitlan_recicla,2026,10,OCT,Tzolojya,Santa Lucía Utatlán,muni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,,
ATITLAN_RECICLA|2026|10|Santa María Visitación,atitlan_recicla,2026,10,OCT,Tzolojya,Santa María Visitación,muni,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,,0.0
ATITLAN_RECICLA|2026|10|San Lucas Tolimán,atitlan_recicla,2026,10,OCT,Zona Sur,San Lucas Tolimán,mujeres_y_muni,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,
ATITLAN_RECICLA|2026|10|Santiago Atitlán,atitlan_recicla,2026,10,OCT,Zona Sur,Santiago Atitlán,mujeres_y_muni,,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,
ATITLAN_RECICLA|2026|11|San Andrés Semetabaj,atitlan_recicla,2026,11,NOV,Kaqchiquel,San Andrés Semetabaj,mujeres,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,
ATITLAN_RECICLA|2026|11|San Antonio Palopó,atitlan_recicla,2026,11,NOV,Kaqchiquel,San Antonio Palopó,mujeres,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,
ATITLAN_RECICLA|2026|11|Santa Catarina Palopó,atitlan_recicla,2026,11,NOV,Kaqchiquel,Santa Catarina Palopó,mujeres,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,
ATITLAN_RECICLA|2026|11|Sololá,atitlan_recicla,2026,11,NOV,Kaqchiquel,Sololá,mujeres_y_muni,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,
ATITLAN_RECICLA|2026|11|Jaibalito,atitlan_recicla,2026,11,NOV,Las Lagunas,Jaibalito,mujeres,,,,,,,,,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,
ATITLAN_RECICLA|2026|11|San Juan La Laguna,atitlan_recicla,2026,11,NOV,Las Lagunas,San Juan La Laguna,mujeres,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,
ATITLAN_RECICLA|2026|11|San Marcos La Laguna,atitlan_recicla,2026,11,NOV,Las Lagunas,San Marcos La Laguna,muni,,,,,,,,,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,
ATITLAN_RECICLA|2026|11|Santa Cruz La Laguna,atitlan_recicla,2026,11,NOV,Las Lagunas,Santa Cruz La Laguna,mujeres,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,
ATITLAN_RECICLA|2026|11|Tzununá,atitlan_recicla,2026,11,NOV,Las Lagunas,Tzununá,mujeres,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,
ATITLAN_RECICLA|2026|11|Panajachel,atitlan_recicla,2026,11,NOV,Tzolojya,Panajachel,mujeres,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,
ATITLAN_RECICLA|2026|11|Santa Clara La Laguna,atitlan_recicla,2026,11,NOV,Tzolojya,Santa Clara La Laguna,mujeres,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,
ATITLAN_RECICLA|2026|11|Santa Lucía Utatlán,atitlan_recicla,2026,11,NOV,Tzolojya,Santa Lucía Utatlán,muni,,,,,,,,,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,
ATITLAN_RECICLA|2026|11|Santa María Visitación,atitlan_recicla,2026,11,NOV,Tzolojya,Santa María Visitación,muni,,,,,,,,,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,
ATITLAN_RECICLA|2026|11|San Lucas Tolimán,atitlan_recicla,2026,11,NOV,Zona Sur,San Lucas Tolimán,mujeres_y_muni,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,
ATITLAN_RECICLA|2026|11|Santiago Atitlán,atitlan_recicla,2026,11,NOV,Zona Sur,Santiago Atitlán,mujeres_y_muni,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,
