programa,anio,mes_num,mes,zona_codigo,municipio_origen,material,cantidad,pagado_unit_gtq,precio_vendido_unit_gtq,gtq_total_pagados,ingreso_total_venta,ingreso_cooperativa
atitlan_recicla,2026,2,FEB,LL,LL - Jaibalito,Cartón,1.25,10.0,10.0,12.5,12.5,0.0
atitlan_recicla,2026,2,FEB,LL,LL - Jaibalito,Chatarra 2da.,8.85,20.0,20.0,177.0,177.0,0.0
atitlan_recicla,2026,2,FEB,LL,LL - Jaibalito,PET celeste,0.09,20.0,20.0,1.7999999999999998,1.7999999999999998,0.0
atitlan_recicla,2026,2,FEB,LL,LL - Jaibalito,PET transparente,0.64,40.0,40.0,25.6,25.6,0.0
atitlan_recicla,2026,2,FEB,LL,LL - Jaibalito,Plástico soplado (PEAD),0.06,35.0,35.0,2.1,2.1,0.0
atitlan_recicla,2026,2,FEB,LL,LL - Jaibalito,Quintal vidrio AM,1.25,22.0,22.0,27.5,27.5,0.0
atitlan_recicla,2026,2,FEB,LL,LL - Jaibalito,Quintal vidrio TR,4.15,22.0,22.0,91.30000000000001,91.30000000000001,0.0
atitlan_recicla,2026,2,FEB,LL,LL - Jaibalito,Quintal vidrio VER,1.9,10.0,10.0,19.0,19.0,0.0
atitlan_recicla,2026,2,FEB,LL,LL - San Juan la Laguna,Aluminio latas,0.1,300.0,300.0,30.0,30.0,0.0
atitlan_recicla,2026,2,FEB,LL,LL - San Juan la Laguna,Cartón,6.36,8.0,8.0,50.88,50.88,0.0
atitlan_recicla,2026,2,FEB,LL,LL - San Juan la Laguna,Chatarra 2da.,1.63,20.0,20.0,32.599999999999994,32.599999999999994,0.0
atitlan_recicla,2026,2,FEB,LL,LL - San Juan la Laguna,PET celeste,0.62,15.0,15.0,9.3,9.3,0.0
atitlan_recicla,2026,2,FEB,LL,LL - San Juan la Laguna,PET transparente,1.72,40.0,40.0,68.8,68.8,0.0
atitlan_recicla,2026,2,FEB,LL,LL - San Juan la Laguna,PET verde,0.06,15.0,15.0,0.8999999999999999,0.8999999999999999,0.0
atitlan_recicla,2026,2,FEB,LL,LL - San Juan la Laguna,Papel mixto,1.54,20.0,20.0,30.8,30.8,0.0
atitlan_recicla,2026,2,FEB,LL,LL - San Juan la Laguna,Plástico duro (PP),0.53,25.0,25.0,13.25,13.25,0.0
atitlan_recicla,2026,2,FEB,LL,LL - San Juan la Laguna,Plástico soplado (PEAD),0.97,30.0,30.0,29.099999999999998,29.099999999999998,0.0
atitlan_recicla,2026,2,FEB,LL,LL - San Juan la Laguna,Quintal vidrio AM,4.49,20.0,20.0,89.80000000000001,89.80000000000001,0.0
atitlan_recicla,2026,2,FEB,LL,LL - San Juan la Laguna,Quintal vidrio TR,56.07,20.0,20.0,1121.4,1121.4,0.0
atitlan_recicla,2026,2,FEB,LL,LL - San Juan la Laguna,Quintal vidrio VER,3.82,15.0,15.0,57.3,57.3,0.0
atitlan_recicla,2026,2,FEB,LL,LL - San Juan la Laguna,Quintal vidrio mixto,1.88,10.0,10.0,18.799999999999997,18.799999999999997,0.0
atitlan_recicla,2026,2,FEB,LL,LL - San Marcos la Laguna,Cartón,27.78,8.0,8.0,222.24,222.24,0.0
atitlan_recicla,2026,2,FEB,LL,LL - San Marcos la Laguna,PET celeste,0.12,15.0,15.0,1.7999999999999998,1.7999999999999998,0.0
atitlan_recicla,2026,2,FEB,LL,LL - San Marcos la Laguna,PET transparente,5.82,25.0,40.0,145.5,232.8,87.30000000000001
atitlan_recicla,2026,2,FEB,LL,LL - San Marcos la Laguna,PET verde,0.36,10.0,15.0,3.5999999999999996,5.3999999999999995,1.7999999999999998
atitlan_recicla,2026,2,FEB,LL,LL - San Marcos la Laguna,Plástico duro (PP),1.17,25.0,25.0,29.25,29.25,0.0
atitlan_recicla,2026,2,FEB,LL,LL - San Marcos la Laguna,Plástico soplado (PEAD),0.39,30.0,30.0,11.700000000000001,11.700000000000001,0.0
atitlan_recicla,2026,2,FEB,LL,LL - San Marcos la Laguna,Quintal vidrio AM,3.05,15.0,20.0,45.75,61.0,15.25
atitlan_recicla,2026,2,FEB,LL,LL - San Marcos la Laguna,Quintal vidrio TR,42.77,17.0,20.0,727.09,855.4000000000001,128.31000000000006
atitlan_recicla,2026,2,FEB,LL,LL - San Marcos la Laguna,Quintal vidrio VER,14.1,10.0,15.0,141.0,211.5,70.5
atitlan_recicla,2026,2,FEB,LL,LL - San Marcos la Laguna,Quintal vidrio sucio,2.1,10.0,10.0,21.0,21.0,0.0
atitlan_recicla,2026,2,FEB,LL,LL - Santa Cruz la Laguna,Aluminio latas,0.56,350.0,350.0,196.00000000000003,196.00000000000003,0.0
atitlan_recicla,2026,2,FEB,LL,LL - Santa Cruz la Laguna,Cartón,3.22,10.0,10.0,32.2,32.2,0.0
atitlan_recicla,2026,2,FEB,LL,LL - Santa Cruz la Laguna,Galones de aceite,0.14,20.0,20.0,2.8000000000000003,2.8000000000000003,0.0
atitlan_recicla,2026,2,FEB,LL,LL - Santa Cruz la Laguna,PET celeste,0.52,20.0,20.0,10.4,10.4,0.0
atitlan_recicla,2026,2,FEB,LL,LL - Santa Cruz la Laguna,PET transparente,0.95,40.0,40.0,38.0,38.0,0.0
atitlan_recicla,2026,2,FEB,LL,LL - Santa Cruz la Laguna,PET verde,0.13,15.0,15.0,1.9500000000000002,1.9500000000000002,0.0
atitlan_recicla,2026,2,FEB,LL,LL - Santa Cruz la Laguna,Papel mixto,0.85,25.0,25.0,21.25,21.25,0.0
atitlan_recicla,2026,2,FEB,LL,LL - Santa Cruz la Laguna,Plástico duro (PP),0.01,35.0,35.0,0.35000000000000003,0.35000000000000003,0.0
