record_key,programa,anio,mes,recolector,municipio_origen,zona_codigo,material,cantidad,pagado_unit_gtq,precio_vendido_unit_gtq,gtq_total_pagados,ingreso_total_venta,ingreso_cooperativa,source_sheet,source_row,mes_num
Cooperativa Atitlán Recicla|FEB|K - Sololá|Quintal vidrio mixto|229,atitlan_recicla,2026,FEB,Lideresas,K - Sololá,K,Quintal vidrio mixto,27.42,22.0,22.0,603.24,603.24,0.0,Compras,229,2
Cooperativa Atitlán Recicla|FEB|K - Santa Catarina Palopó|PET transparente|230,atitlan_recicla,2026,FEB,Lideresas,K - Santa Catarina Palopó,K,PET transparente,0.6,40.0,40.0,24.0,24.0,0.0,Compras,230,2
Cooperativa Atitlán Recicla|FEB|K - Santa Catarina Palopó|PET celeste|231,atitlan_recicla,2026,FEB,Lideresas,K - Santa Catarina Palopó,K,PET celeste,0.25,20.0,20.0,5.0,5.0,0.0,Compras,231,2
Cooperativa Atitlán Recicla|FEB|K - Santa Catarina Palopó|PET verde|232,atitlan_recicla,2026,FEB,Lideresas,K - Santa Catarina Palopó,K,PET verde,0.06,15.0,15.0,0.8999999999999999,0.8999999999999999,0.0,Compras,232,2
Cooperativa Atitlán Recicla|FEB|K - Santa Catarina Palopó|Plástico duro (PP)|233,atitlan_recicla,2026,FEB,Lideresas,K - Santa Catarina Palopó,K,Plástico duro (PP),0.12,35.0,35.0,4.2,4.2,0.0,Compras,233,2
Cooperativa Atitlán Recicla|FEB|K - Santa Catarina Palopó|Plástico soplado (PEAD)|234,atitlan_recicla,2026,FEB,Lideresas,K - Santa Catarina Palopó,K,Plástico soplado (PEAD),0.42,35.0,35.0,14.7,14.7,0.0,Compras,234,2
Cooperativa Atitlán Recicla|FEB|K - Santa Catarina Palopó|Cartón |235,atitlan_recicla,2026,FEB,Lideresas,K - Santa Catarina Palopó,K,Cartón,1.62,10.0,10.0,16.200000000000003,16.200000000000003,0.0,Compras,235,2
Cooperativa Atitlán Recicla|FEB|K - Santa Catarina Palopó|cartoncillo|236,atitlan_recicla,2026,FEB,Lideresas,K - Santa Catarina Palopó,K,cartoncillo,0.4,5.0,5.0,2.0,2.0,0.0,Compras,236,2
Cooperativa Atitlán Recicla|FEB|K - Santa Catarina Palopó|Quintal vidrio VER|237,atitlan_recicla,2026,FEB,Lideresas,K - Santa Catarina Palopó,K,Quintal vidrio VER,10.0,10.0,10.0,100.0,100.0,0.0,Compras,237,2
Cooperativa Atitlán Recicla|FEB|K - Santa Catarina Palopó|Quintal vidrio mixto|238,atitlan_recicla,2026,FEB,Lideresas,K - Santa Catarina Palopó,K,Quintal vidrio mixto,5.81,22.0,22.0,127.82,127.82,0.0,Compras,238,2
Cooperativa Atitlán Recicla|FEB|K - San Andrés Semetabaj|PET transparente|239,atitlan_recicla,2026,FEB,Lideresas,K - San Andrés Semetabaj,K,PET transparente,0.52,40.0,40.0,20.8,20.8,0.0,Compras,239,2
Cooperativa Atitlán Recicla|FEB|K - San Andrés Semetabaj|Plástico duro (PP)|240,atitlan_recicla,2026,FEB,Lideresas,K - San Andrés Semetabaj,K,Plástico duro (PP),0.19,35.0,35.0,6.65,6.65,0.0,Compras,240,2
Cooperativa Atitlán Recicla|FEB|K - San Andrés Semetabaj|Plástico soplado (PEAD)|241,atitlan_recicla,2026,FEB,Lideresas,K - San Andrés Semetabaj,K,Plástico soplado (PEAD),0.55,35.0,35.0,19.25,19.25,0.0,Compras,241,2
Cooperativa Atitlán Recicla|FEB|K - San Andrés Semetabaj|Cartón |242,atitlan_recicla,2026,FEB,Lideresas,K - San Andrés Semetabaj,K,Cartón,9.53,10.0,10.0,95.3,95.3,0.0,Compras,242,2
Cooperativa Atitlán Recicla|FEB|K - San Andrés Semetabaj|Papel mixto |243,atitlan_recicla,2026,FEB,Lideresas,K - San Andrés Semetabaj,K,Papel mixto,3.59,25.0,25.0,89.75,89.75,0.0,Compras,243,2
Cooperativa Atitlán Recicla|FEB|K - San Andrés Semetabaj|Quintal vidrio VER|244,atitlan_recicla,2026,FEB,Lideresas,K - San Andrés Semetabaj,K,Quintal vidrio VER,3.0,10.0,10.0,30.0,30.0,0.0,Compras,244,2
Cooperativa Atitlán Recicla|FEB|K - San Andrés Semetabaj|Quintal vidrio mixto|245,atitlan_recicla,2026,FEB,Lideresas,K - San Andrés Semetabaj,K,Quintal vidrio mixto,19.41,22.0,22.0,427.02,427.02,0.0,Compras,245,2
