program_id,program_name,periodo_clave,anio,mes_num,mes_label,aporta_metas_programa,jornadas_recoleccion_ciclo_mes,jornadas_codigos_unicos_mes,filas_recoleccion_validas_mes,municipios_visitados_mes,inmuebles_atendidos_mes,litros_aceite_recolectados_mes,litros_agua_protegidos_mes,clientes_recurrentes_atendidos_mes,filas_clientes_recurrentes_mes,jabones_hotel_producidos_mes,jabones_tocador_producidos_mes,jabones_producidos_mes,jabones_hotel_vendidos_mes,jabones_tocador_vendidos_mes,jabones_vendidos_mes,ingresos_ventas_q_mes,publicaciones_redes_mes,pruebas_jabon_liquido_mes,tiene_datos_mes,is_latest_data_month
conservando_atitlan,Conservando Atitlán,2026-01,2026,1,Enero,True,1.0,9.0,9.0,9.0,78.0,6557.513,6557513.0,0,0,5100.0,400.0,5500.0,0.0,0.0,0.0,0.0,8.0,0.0,True,False
conservando_atitlan,Conservando Atitlán,2026-02,2026,2,Febrero,True,1.0,9.0,9.0,9.0,88.0,6860.3150000000005,6860315.0,0,0,5500.0,450.0,5950.0,1950.0,230.0,2180.0,6862.5,8.0,0.0,True,False
conservando_atitlan,Conservando Atitlán,2026-03,2026,3,Marzo,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5100.0,430.0,5530.0,2900.0,0.0,2900.0,5075.0,8.0,0.0,True,True
