programa_id,programa_nombre,anio,mes_num,mes,periodo,periodo_clave,fecha_produccion,codigo_lote,litros_aceite_utilizados,hotel_producidos,tocador_producidos,jabones_oficiales_lote,foto_produccion,observaciones_produccion,parent_uuid
conservando_atitlan,Conservando Atitlán,2026,3,MAR,2026-03,2026-mar,2026-03-13,3435,245,3000,2345,5345,,,85e104dd-19aa-4b8c-9872-29d9ecdc33c6
