program_id,program_name,latest_period,latest_month_label,first_period,periods_count,periodos_detectados,indicators_count
reforestacion,Reforestación,2026-12,Diciembre,2026-01,12,2026-01 | 2026-02 | 2026-03 | 2026-04 | 2026-05 | 2026-06 | 2026-07 | 2026-08 | 2026-09 | 2026-10 | 2026-11 | 2026-12,6
